mets,metNames,metHMDB,metKeggID,metEHMNID,metFormulas,metCHEBIID,metPubChemID,metHepatoNetID,metInchiString,metCharge,b,c
methf[m],"5,10-Methenyltetrahydrofolate",HMDB01354,C00445,C00445,C20H20N7O6,57455,644350,HC00360,"'InChI=1S/C20H21N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,9,12-13H,5-8H2,(H6-,21,22,23,24,25,28,29,30,31,32,33)/p-1/t12-,13+/m1/s1",,0,0
4aabutn[c],4-acetamidobutanoate,HMDB03681,C02946,C02946,C6H10NO3,17645,18189,,"InChI=1S/C6H11NO3/c1-5(8)7-4-2-3-6(9)10/h2-4H2,1H3,(H,7,8)(H,9,10)/p-1",,0,0
n4abutn[m],4-acetamidobutanal,HMDB04226,C05936,C05936,C6H11NO2,7386,440850,,"InChI=1S/C6H11NO2/c1-6(9)7-4-2-3-5-8/h5H,2-4H2,1H3,(H,7,9)",,0,0
4aabutn[m],4-acetamidobutanoate,HMDB03681,C02946,C02946,C6H10NO3,17645,18189,,"InChI=1S/C6H11NO3/c1-5(8)7-4-2-3-6(9)10/h2-4H2,1H3,(H,7,8)(H,9,10)/p-1",,0,0
Nacasp[c],N-acetyl-L-aspartate(2-),HMDB00812,C01042,C01042,C6H7NO5,21547,65065,,"'InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/p-2/t4-/m0/s1",,0,0
ksi_deg7[l],"keratan sulfate I, degradation product 7",,,,C210H337N15O181S10,,,,,,0,0
ksi_deg10[l],"keratan sulfate I, degradation product 10",,,,C188H302N13O163S9,,,,,,0,0
ksi_deg13[l],"keratan sulfate I, degradation product 13",,,,C174H280N12O150S8,,,,,,0,0
ksi_deg16[l],"keratan sulfate I, degradation product 16",,,,C160H258N11O137S7,,,,,,0,0
ksi_deg19[l],"keratan sulfate I, degradation product 19",,,,C146H236N10O124S6,,,,,,0,0
ksi_deg22[l],"keratan sulfate I, degradation product 22",,,,C132H214N9O111S5,,,,,,0,0
ksi_deg25[l],"keratan sulfate I, degradation product 25",,,,C118H192N8O98S4,,,,,,0,0
ksi_deg28[l],"keratan sulfate I, degradation product 28",,,,C104H170N7O85S3,,,,,,0,0
ksi_deg31[l],"keratan sulfate I, degradation product 31",,,,C90H148N6O72S2,,,,,,0,0
ksi_deg34[l],"keratan sulfate I, degradation product 34",,,,C76H126N5O59S1,,,,,,0,0
cs_a_deg1[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1",,,,C45H68N2O43S2,,,,,,0,0
ksi_deg37[l],"keratan sulfate I, degradation product 37",,,,C62H104N4O46,,,,,,0,0
ksii_core2_deg4[l],"keratan sulfate II (core 2-linked), degradation product 4",,,,C58H95N5O43SX,,,,,,0,0
ksii_core2_deg7[l],"keratan sulfate II (core 2-linked), degradation product 7",,,,C44H73N4O30X,,,,,,0,0
ksii_core4_deg4[l],"keratan sulfate II (core 4-linked), degradation product 4",,,,C66H108N6O48SX,,,,,,0,0
cs_a_deg4[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4",,,,C31H49NO29S,,,,,,0,0
cs_b_deg1[l],"'chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1",,,,C45H67N2O46S3,,,,,,0,0
cs_b_deg2[l],"'chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2",,,,C37H54NO41S3,,,,,,0,0
cs_c_deg1[l],"chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1",,,,C45H68N2O43S2,,,,,,0,0
cs_c_deg4[l],"chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4",,,,C31H49NO29S,,,,,,0,0
cs_d_deg1[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1",,,,C45H66N2O49S4,,,,,,0,0
cs_d_deg2[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2",,,,C37H53NO44S4,,,,,,0,0
cs_d_deg5[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5",,,,C31H48NO32S2,,,,,,0,0
cs_d_deg6[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6",,,,C23H35O27S2,,,,,,0,0
cs_e_deg2[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2",,,,C45H66N2O49S4,,,,,,0,0
cs_e_deg6[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6",,,,C31H48NO32S2,,,,,,0,0
nac[c],Nicotinate,HMDB01488,C00253,,C6H4NO2,15940,938,,,,0,0
ncam[c],Nicotinamide,HMDB01406,C00153,,C6H6N2O,17154,936,,,,0,0
adprbp[c],ADP-D-ribose 2'-phosphate(4-),HMDB06336,C03246,C03246,C15H20N5O17P3,37463,439957,,"'InChI=1S/C15H24N5O17P3/c16-12-7-13(18-3-17-12)20(4-19-7)14-11(35-38(25,26)27)9(23)6(33-14)2-32-39(28,29)37-40(30,31)36-15-10(24)8(22)5(1-21)34-15/h3-6,8-11,14-15,21-24H,1-2H2,(H,28,29)(H,30,31)(H2,16,17,18)(H2,25,26,27)/p-4/t5-,6-,8-,9-,10-,11-,14-,15?/m1/s1",,0,0
nad[n],Nicotinamide adenine dinucleotide,HMDB00902,C00003,C00003,C21H26N7O14P2,15846,5893,HC00013,"'InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p-1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",,0,0
Tn_antigen[l],Tn antigen,,C04383,,C8H14NO5X,,,,,,0,0
udp[l],UDP,HMDB00295,C00015,C00015,C9H11N2O12P2,17659,6031,HC00025,"'InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/p-3/t4-,6-,7-,8-/m1/s1",,0,0
udpacgal[l],UDP-N-acetyl-D-galactosamine(2-),HMDB00304,C00203,C00203,C17H25N3O17P2,16650,6419712,HC00190,"'InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/p-2/t7-,8-,10-,11+,12-,13-,14-,15-,16?/m1/s1",,0,0
na1[g],Sodium,HMDB00588,C01330,C01330,Na,29101,923,HC00763,InChI=1S/Na/q+1,,0,0
na1[x],Sodium,HMDB00588,C01330,C01330,Na,29101,923,HC00763,InChI=1S/Na/q+1,,0,0
carn[c],carnosine,HMDB00033,C00386,,C9H14N4O3,15727,439224,,"'InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1",,0,0
udp[r],UDP,HMDB00295,C00015,C00015,C9H11N2O12P2,17659,6031,HC00025,"'InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/p-3/t4-,6-,7-,8-/m1/s1",,0,0
ump[r],UMP,HMDB00288,C00105,C00105,C9H11N2O9P,16695,6030,HC00105,"'InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1",,0,0
pi[g],hydrogenphosphate,HMDB00973,C00009,C00009,HO4P,43474,1004,HC00019,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-2",,0,0
ump[g],UMP,HMDB00288,C00105,C00105,C9H11N2O9P,16695,6030,HC00105,"'InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1",,0,0
didp[m],dIDP,HMDB03536,C01344,C01344,C10H11N4O10P2,28823,439488,,"'InChI=1S/C10H14N4O10P2/c15-5-1-7(14-4-13-8-9(14)11-3-12-10(8)16)23-6(5)2-22-26(20,21)24-25(17,18)19/h3-7,15H,1-2H2,(H,20,21)(H,11,12,16)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1",,0,0
ditp[m],dITP(4-),HMDB03537,C01345,C01345,C10H11N4O13P3,28807,146302,,"'InChI=1S/C10H15N4O13P3/c15-5-1-7(14-4-13-8-9(14)11-3-12-10(8)16)25-6(5)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,15H,1-2H2,(H,20,21)(H,22,23)(H,11,12,16)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1",,0,0
udp[m],UDP,HMDB00295,C00015,C00015,C9H11N2O12P2,17659,6031,HC00025,"'InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/p-3/t4-,6-,7-,8-/m1/s1",,0,0
utp[m],UTP,HMDB00285,C00075,C00075,C9H11N2O15P3,15713,6133,HC00077,"'InChI=1S/C9H15N2O15P3/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H,10,12,15)(H2,16,17,18)/p-4/t4-,6-,7-,8-/m1/s1",,0,0
idp[m],IDP(3-),HMDB03335,C00104,C00104,C10H11N4O11P2,17808,6831,HC00104,"'InChI=1S/C10H14N4O11P2/c15-6-4(1-23-27(21,22)25-26(18,19)20)24-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,11,12,17)(H2,18,19,20)/p-3/t4-,6-,7-,10-/m1/s1",,0,0
itp[m],ITP(3-),HMDB00189,C00081,C00081,C10H11N4O14P3,16039,8583,HC00084,"'InChI=1S/C10H15N4O14P3/c15-6-4(1-25-30(21,22)28-31(23,24)27-29(18,19)20)26-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,23,24)(H,11,12,17)(H2,18,19,20)/p-3/t4-,6-,7-,10-/m1/s1",,0,0
nicrns[c],Nicotinate D-ribonucleoside,HMDB06809,C05841,C05841,C11H13NO6,27748,161234,HC01628,"'InChI=1S/C11H13NO6/c13-5-7-8(14)9(15)10(18-7)12-3-1-2-6(4-12)11(16)17/h1-4,7-10,13-15H,5H2/t7-,8-,9-,10-/m1/s1",,0,0
nicrnt[c],Nicotinate D-ribonucleotide,HMDB01132,C01185,C01185,C11H12NO9P,57502,53477721,HC00703,"'InChI=1S/C11H14NO9P/c13-8-7(5-20-22(17,18)19)21-10(9(8)14)12-3-1-2-6(4-12)11(15)16/h1-4,7-10,13-14H,5H2,(H2-,15,16,17,18,19)/p-2/t7-,8-,9-,10-/m1/s1",,0,0
nicrnt[n],Nicotinate D-ribonucleotide,HMDB01132,C01185,C01185,C11H12NO9P,57502,53477721,HC00703,"'InChI=1S/C11H14NO9P/c13-8-7(5-20-22(17,18)19)21-10(9(8)14)12-3-1-2-6(4-12)11(15)16/h1-4,7-10,13-14H,5H2,(H2-,15,16,17,18,19)/p-2/t7-,8-,9-,10-/m1/s1",,0,0
nifedipine[c],nifedipine,,C07266,,C17H18N2O6,7565,4485,,"'InChI=1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3",,0,0
nmn[m],NMN,HMDB00229,C00455,C00455,C11H14N2O8P,16171,14180,HC00366,"'InChI=1S/C11H15N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-4,7-9,11,14-15H,5H2,(H3-,12,16,17,18,19)/p-1/t7-,8-,9-,11-/m1/s1",,0,0
nmn[n],NMN,HMDB00229,C00455,C00455,C11H14N2O8P,16171,14180,HC00366,"'InChI=1S/C11H15N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-4,7-9,11,14-15H,5H2,(H3-,12,16,17,18,19)/p-1/t7-,8-,9-,11-/m1/s1",,0,0
nmn[c],NMN,HMDB00229,C00455,C00455,C11H14N2O8P,16171,14180,HC00366,"'InChI=1S/C11H15N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-4,7-9,11,14-15H,5H2,(H3-,12,16,17,18,19)/p-1/t7-,8-,9-,11-/m1/s1",,0,0
nmptrc[c],N-methylputrescinium(2+),HMDB03661,C02723,C02723,C5H16N2,17166,439791,,"InChI=1S/C5H14N2/c1-7-5-3-2-4-6/h7H,2-6H2,1H3/p+2",,0,0
1mpyr[c],1-methylpyrrolinium,,C06178,C06178,C5H10N,27435,440932,,"InChI=1S/C5H10N/c1-6-4-2-3-5-6/h4H,2-3,5H2,1H3/q+1",,0,0
nicrnt[m],Nicotinate D-ribonucleotide,HMDB01132,C01185,C01185,C11H12NO9P,57502,53477721,HC00703,"'InChI=1S/C11H14NO9P/c13-8-7(5-20-22(17,18)19)21-10(9(8)14)12-3-1-2-6(4-12)11(15)16/h1-4,7-10,13-14H,5H2,(H2-,15,16,17,18,19)/p-2/t7-,8-,9-,10-/m1/s1",,0,0
dnad[m],Deamino-NAD+,HMDB01179,C00857,C00857,C21H24N6O15P2,18304,165491,HC00564,"'InChI=1S/C21H26N6O15P2/c22-17-12-18(24-7-23-17)27(8-25-12)20-16(31)14(29)11(41-20)6-39-44(36,37)42-43(34,35)38-5-10-13(28)15(30)19(40-10)26-3-1-2-9(4-26)21(32)33/h1-4,7-8,10-11,13-16,19-20,28-31H,5-6H2,(H4-,22,23,24,32,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,19-,20-/m1/s1",,0,0
nwharg[c],N-(omega)-Hydroxyarginine,HMDB04224,C05933,C05933,C6H15N4O3,7101,440849,HC01658,"'InChI=1S/C6H14N4O3/c7-4(5(11)12)2-1-3-9-6(8)10-13/h4,13H,1-3,7H2,(H,11,12)(H3,8,9,10)",,0,0
no[c],Nitric oxide,HMDB03378,C00533,C00533,NO,16480,145068,HC00415,InChI=1S/NO/c1-2,,0,0
r1p[c],alpha-D-Ribose 1-phosphate,HMDB01489,C00620,C00442,C5H9O8P,16300,439236,HC00456,"'InChI=1S/C5H11O8P/c6-1-2-3(7)4(8)5(12-2)13-14(9,10)11/h2-8H,1H2,(H2,9,10,11)/p-2/t2-,3-,4-,5-/m1/s1",,0,0
npthl[c],naphthalene,,C00829,C00829,C10H8,16482,931,,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,,0,0
nrpphrsf[c],Sulfate derivative of norepinephrine,HMDB02062,,,C8H11NO6S,,123747,,"'InChI=1/C8H11NO6S/c9-4-7(11)5-1-2-8(6(10)3-5)15-16(12,13)14/h1-3,7,10-11H,4,9H2,(H,12,13,14)/t7-/m0/s1",,0,0
nrvnccrn[c],Nervonyl carnitine,,,,C31H59NO4,,,,"'InChI=1/C31H59NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-31(35)36-29(27-30(33)34)28-32(2,3)4/h12-13,29H,5-11,14-28H2,1-4H3/t29-/m0/s1",,0,0
nrvnccrn[m],Nervonyl carnitine,,,,C31H59NO4,,,,"'InChI=1/C31H59NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-31(35)36-29(27-30(33)34)28-32(2,3)4/h12-13,29H,5-11,14-28H2,1-4H3/t29-/m0/s1",,0,0
nrvnccoa[m],nervonyl coenzyme A,,C16532,,C45H76N7O17P3S,,24892792,,"'InChI=1/C45H80N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-36(54)73-29-28-47-35(53)26-27-48-43(57)40(56)45(2,3)31-66-72(63,64)69-71(61,62)65-30-34-39(68-70(58,59)60)38(55)44(67-34)52-33-51-37-41(46)49-32-50-42(37)52/h11-12,32-34,38-40,44,55-56H,4-10,13-31H2,1-3H3,(H,47,53)(H,48,57)(H,61,62)(H,63,64)(H2,46,49,50)(H2,58,59,60)/b12-11-/t34-,38-,39-,40?,44-/m1/s1",,0,0
sT_antigen[g],sialyl-T antigen,,,,C25H40N2O18X,16565,,,,,0,0
xtsn[c],xanthosine,HMDB00299,C01762,C01762,C10H12N4O6,18107,64959,HC00838,"'InChI=1S/C10H12N4O6/c15-1-3-5(16)6(17)9(20-3)14-2-11-4-7(14)12-10(19)13-8(4)18/h2-3,5-6,9,15-17H,1H2,(H2,12,13,18,19)/t3-,5-,6-,9-/m1/s1",,0,0
dimp[c],2'-deoxyinosine 5'-phosphate(2-),HMDB06555,C06196,C06196,C10H11N4O7P,28806,91531,,"'InChI=1S/C10H13N4O7P/c15-5-1-7(21-6(5)2-20-22(17,18)19)14-4-13-8-9(14)11-3-12-10(8)16/h3-7,15H,1-2H2,(H,11,12,16)(H2,17,18,19)/p-2/t5-,6+,7+/m0/s1",,0,0
ump[l],UMP,HMDB00288,C00105,C00105,C9H11N2O9P,16695,6030,HC00105,"'InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1",,0,0
uri[l],Uridine,HMDB00296,C00299,C00299,C9H12N2O6,16704,6029,HC00259,"'InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",,0,0
ump[m],UMP,HMDB00288,C00105,C00105,C9H11N2O9P,16695,6030,HC00105,"'InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1",,0,0
uri[m],Uridine,HMDB00296,C00299,C00299,C9H12N2O6,16704,6029,HC00259,"'InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",,0,0
dcmp[l],dCMP,HMDB01202,C00239,C00239,C9H12N3O7P,15918,13945,HC00217,"'InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/p-2/t5-,6+,8+/m0/s1",,0,0
dcyt[l],Deoxycytidine,HMDB00014,C00881,C00881,C9H13N3O4,15698,13711,HC00574,"'InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",,0,0
cmp[l],CMP,HMDB00095,C00055,C00055,C9H12N3O8P,17361,6131,HC00060,"'InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1",,0,0
thymd[c],Thymidine,HMDB00273,C00214,C00214,C10H14N2O5,17748,5789,HC00198,"'InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",,0,0
dtmp[l],dTMP,HMDB01227,C00364,C00364,C10H13N2O8P,17013,9700,HC00308,"'InChI=1S/C10H15N2O8P/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(20-8)4-19-21(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,11,14,15)(H2,16,17,18)/p-2/t6-,7+,8+/m0/s1",,0,0
thymd[l],Thymidine,HMDB00273,C00214,C00214,C10H14N2O5,17748,5789,HC00198,"'InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",,0,0
dtmp[m],dTMP,HMDB01227,C00364,C00364,C10H13N2O8P,17013,9700,HC00308,"'InChI=1S/C10H15N2O8P/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(20-8)4-19-21(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,11,14,15)(H2,16,17,18)/p-2/t6-,7+,8+/m0/s1",,0,0
thymd[m],Thymidine,HMDB00273,C00214,C00214,C10H14N2O5,17748,5789,HC00198,"'InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",,0,0
damp[l],dAMP(2-),HMDB00905,C00360,C00360,C10H12N5O6P,17713,12599,HC00304,"'InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/p-2/t5-,6+,7+/m0/s1",,0,0
dad_2[l],2-deoxyadenosine,HMDB00101,C00559,,C10H13N5O3,17256,13730,HC00431,"'InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",,0,0
amp[l],AMP,HMDB00045,C00020,C00020,C10H12N5O7P,16027,6083,HC00030,"'InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",,0,0
dgmp[l],dGMP,HMDB01044,C00362,C00362,C10H12N5O7P,16192,65059,HC00306,"'InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/p-2/t4-,5+,6+/m0/s1",,0,0
dgsn[l],Deoxyguanosine,HMDB00085,C00330,C00330,C10H13N5O4,17172,187790,HC00280,"'InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1",,0,0
gmp[l],GMP,HMDB01397,C00144,C00144,C10H12N5O8P,17345,6804,HC00141,"'InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/p-2/t3-,5-,6-,9-/m1/s1",,0,0
Ntmelys[r],"Protein N6,N6,N6-trimethyl-L-lysine",,C05546,C05546,C3H10X,,,,,,0,0
xtp[c],XTP,HMDB00293,C00700,C00700,C10H11N4O15P3,10049,439296,,"'InChI=1/C10H15N4O15P3/c15-5-3(1-26-31(22,23)29-32(24,25)28-30(19,20)21)27-9(6(5)16)14-2-11-4-7(14)12-10(18)13-8(4)17/h2-3,5-6,9,15-16H,1H2,(H,22,23)(H,24,25)(H2,19,20,21)(H2,12,13,17,18)/t3-,5-,6-,9-/m1/s1",,0,0
o2s[m],superoxide,HMDB02168,C00704,C00704,O2,18421,5359597,HC00505,InChI=1S/HO2/c1-2/h1H/p-1,,0,0
o2s[n],superoxide,HMDB02168,C00704,C00704,O2,18421,5359597,HC00505,InChI=1S/HO2/c1-2/h1H/p-1,,0,0
o2s[x],superoxide,HMDB02168,C00704,C00704,O2,18421,5359597,HC00505,InChI=1S/HO2/c1-2/h1H/p-1,,0,0
o2[n],O2,HMDB01377,C00007,C00007,O2,15379,977,HC00017,InChI=1S/O2/c1-2,,0,0
succ[m],Succinate,HMDB00254,C00042,C00042,C4H4O4,15741,1110,HC00049,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/p-2",,0,0
omeprazole[c],omeprazole,HMDB01913,C07324,,C17H19N3O3S,7772,4594,,"'InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)",,0,0
orot5p[c],Orotidine 5'-phosphate,HMDB00218,C01103,C01103,C10H10N2O11P,15842,160617,HC00669,"'InChI=1S/C10H13N2O11P/c13-5-1-3(9(16)17)12(10(18)11-5)8-7(15)6(14)4(23-8)2-22-24(19,20)21/h1,4,6-8,14-15H,2H2,(H,16,17)(H,11,13,18)(H2,19,20,21)/p-3/t4-,6-,7-,8-/m1/s1",,0,0
onpthl[c],naphthalene epoxide,HMDB06215,,,C10H8O,52431,108063,,"InChI=1/C10H8O/c1-2-4-8-7(3-1)5-6-9-10(8)11-9/h1-6,9-10H",,0,0
retn[c],all-trans-retinoate,HMDB01852,C00777,C00777,C20H27O2,15367,444795,HC00532,"'InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/p-1/b9-6+,12-11+,15-8+,16-14+",,0,0
oretn[c],4-oxo-retinoic acid,HMDB06285,C16678,,C20H27O3,269971,104857,,"'InChI=1/C20H26O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13H,11-12H2,1-5H3,(H,22,23)/p-1",,0,0
13_cis_retn[c],13-cis-retinoate,HMDB06219,D00348,CE2952,C20H27O2,6067,5282379,,"'InChI=1/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14-",,0,0
13_cis_oretn[c],13-cis-oxo-retinoic acid,,,,C20H27O3,,,,,,0,0
ptrc[c],Putrescine,HMDB01414,C00134,C00134,C4H14N2,17148,1045,HC00132,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2,,0,0
