name,main_class,sub_class,sys_name,synonyms,pubchem_cid,exactmass,formula,inchi_key,MW_regno
3-hydroxydocosanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxydocosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-hydroxydocosanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxydocosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-hydroxy-C22-CoA;3-hydroxydocosanoyl-coenzyme A; 3-hydroxy-C22-CoA",25229586,1105.433699,C43H78N7O18P3S,VNJQSRVXTRJVAZ-NGZXMKLGSA-N,58229
3-hydroxyhexacosanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxyhexacosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-hydroxyhexacosanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxyhexacosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-hydroxyhexacosanoyl-coenzyme A; 3-hydroxyhexacosanoyl-coenzym",57339307,1161.496299,C47H86N7O18P3S,GBMJOTOUUWGTIA-HSPCTEKSSA-N,63598
3-hydroxyhexanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(3S)-3-hydroxyhexanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","(S)-3-hydroxyhexanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(3S)-3-hydroxyhexanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; (S)-3-hydroxycaproyl-CoA;(S)-3-hydroxycaproyl-coenzyme A;3-hy",11966160,881.183299,C27H46N7O18P3S,VAAHKRMGOFIORX-IKTBLOROSA-N,51653
3-hydroxyicosanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxyicosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-hydroxyicosanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxyicosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-hydroxy-C20-CoA;3-hydroxyeicosanoyl-CoA;3-hydroxyeicosanoyl-coenzy",25229587,1077.402399,C41H74N7O18P3S,KNSVYMFEJLUJST-MJMSVFGZSA-N,58228
3-hydroxyisobutyryl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(2S)-3-hydroxy-2-methylpropanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","(S)-3-hydroxyisobutyryl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(2S)-3-hydroxy-2-methylpropanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; (S)-3-hydroxy-2-methylpropanoyl-coenzyme A;(S)-3-",11966163,853.151999,C25H42N7O18P3S,WWEOGFZEFHPUAM-UQCJFRAESA-N,51645
3-hydroxyisoheptadecanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxy-15-methylhexadecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-hydroxyisoheptadecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxy-15-methylhexadecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-hydroxy-15-methylhexadecanoyl-CoA;3-hydroxy-15",70680382,1035.355449,C38H68N7O18P3S,UXWUSXRGWGOULX-JKWRZQDASA-N,65907
3-hydroxyisopentadecanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxy-13-methyltetradecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-hydroxyisopentadecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxy-13-methyltetradecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-hydroxy-13-methylmyristoyl-CoA;3-hydroxy-13-m",70680305,1007.324149,C36H64N7O18P3S,LWXQJJYOZWNPDR-ZJHONPRDSA-N,65686
3-Hydroxyisovaleryl-CoA,Fatty esters,Fatty acyl CoAs,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({[hydroxy(3-hydroxy-3-{[2-({2-[(3-hydroxy-3-methylbutanoyl)sulfanyl]ethyl}carbamoyl)ethyl]carbamoyl}-2,2-dimethylpropoxy)phosphoryl]oxy})phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid","3-Hydroxyisovaleryl-CoA; {[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({[hydroxy(3-hydroxy-3-{[2-({2-[(3-hydroxy-3-methylbutanoyl)sulfanyl]ethyl}carbamoyl)ethyl]carbamoyl}-2,2-dimethylpropoxy)phosphoryl]oxy})phosphoryl]oxy}methyl)oxolan",11953876,867.167649,C26H44N7O18P3S,PEVZKILCBDEOBT-XBTRWLRFSA-N,39077
3-hydroxylauroyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(3S)-3-hydroxydodecanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","(S)-3-hydroxylauroyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(3S)-3-hydroxydodecanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; (S)-3-hydroxydodecanoyl-coenzyme A;(S)-3-hydroxylauroyl-coen",11966173,965.277199,C33H58N7O18P3S,IJFLXRCJWPKGKJ-LXIXEQKWSA-N,51409
3-hydroxymyristoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(3S)-3-hydroxytetradecanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3S-Hydroxytetradecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(3S)-3-hydroxytetradecanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; (S)-3-Hydroxytetradecanoyl-CoA; C05260; SCHEMBL2929399; C",11966177,993.308499,C35H62N7O18P3S,OXBHKMHNDGRDCZ-STLSENOWSA-N,51330
3-hydroxyoctadecanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxyoctadecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-hydroxyoctadecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxyoctadecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-Hydroxyoctadecanoyl-coenzyme A;3-Hydroxystearoyl-CoA;3-hydro",24906329,1049.371099,C39H70N7O18P3S,WZMAIEGYXCOYSH-FWBOWLIOSA-N,57460
3-hydroxyoctanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(3R)-3-hydroxyoctanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","(R)-3-hydroxyoctanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(3R)-3-hydroxyoctanoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; (R)-3-hydroxycapryloyl-coenzyme A;(R)-3-hydroxyoctanoyl-coenz",11966193,909.214599,C29H50N7O18P3S,ATVGTMKWKDUCMS-JWBYWSJJSA-N,51770
3-hydroxypalmitoyl-CoA,Fatty esters,Fatty acyl CoAs,3S-hydroxyhexadecanoyl-CoA,3-hydroxypalmitoyl-CoA; 3S-hydroxyhexadecanoyl-CoA; (S)-3-hydroxypalmitoyl-CoA; (S)-3-hydroxypalmitoyl-Coenzyme A; (S)-3-hydroxypalmitoyl-coenzyme A; (S)-3-hydroxypalmitoyl-CoA; 3-hydroxypalmitoyl-CoA; 3S-hydroxyhexadecanoyl-CoA; SCHEMBL2510072; LMFA07050032; 9H-,16061160,1021.339799,C37H66N7O18P3S,DEHLMTDDPWDRDR-LUWNQMSLSA-N,4430
3-hydroxypristanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-(3-{(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[(3-oxo-3-{[2-(3-hydroxy-2,6,10,14-tetramethylpentadecanoylsulfanyl)ethyl]amino}propyl)amino]butyl} dihydrogen diphosphate)","3-hydroxypristanoyl-CoA; 3'-phosphoadenosine 5'-(3-{(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[(3-oxo-3-{[2-(3-hydroxy-2,6,10,14-tetramethylpentadecanoylsulfanyl)ethyl]amino}propyl)amino]butyl} dihydrogen diphosphate); 3-hydroxy-2,6,10,14-tetramethylpentadecanoy",56927993,1063.386749,C40H72N7O18P3S,OQWHTSXXBMVROE-VDRJVRINSA-N,63044
3-hydroxypropanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxypropanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-hydroxypropanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxypropanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-Hydroxypropanoyl coenzymeA;3-Hydroxypropionyl coenzyme A; 3-Hydroxy",11966171,839.136349,C24H40N7O18P3S,BERBFZCUSMQABM-IEXPHMLFSA-N,51448
3-hydroxytetracosanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxytetracosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-hydroxytetracosanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(3-hydroxytetracosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-hydroxy-C24-CoA;3-hydroxytetracosanoyl-coenzyme A; 3-hydrox",25229585,1133.464999,C45H82N7O18P3S,QIBKBVRVOFIKLN-SBPVGHMXSA-N,58230
3-Isopropenylpimelyl-CoA,Fatty esters,Fatty acyl CoAs,"7-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethylsulfanyl]-3-isopropenyl-7-oxo-heptanoic acid","3-Isopropenylpimelyl-CoA; 7-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxy-2-hydroxy-3,3-dimethyl-butanoyl]amino]propanoylamino]ethylsulfanyl]-3-iso",9543047,949.209514,C31H50N7O19P3S,AAKIIQMDPGWYFD-IHEBCORQSA-N,70757
3-methylbut-2-enoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-{[3-({2-[(3-methylbut-2-enoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-4-oxobutyl] dihydrogen diphosphate}","3-methylbut-2-enoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-{[3-({2-[(3-methylbut-2-enoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-4-oxobutyl] dihydrogen diphosphate}; 3,3-dimethacrylyl-CoA;3,3-dimethacrylyl-coenzyme A;DMA-CoA;S-(3-Me",9549326,849.157084,C26H42N7O17P3S,BXIPALATIYNHJN-ZMHDXICWSA-N,50103
3-methylcrotonyl-CoA,Fatty esters,Fatty acyl CoAs,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({[hydroxy(3-hydroxy-2,2-dimethyl-3-{[2-({2-[(3-methylbut-2-enoyl)sulfanyl]ethyl}carbamoyl)ethyl]carbamoyl}propoxy)phosphoryl]oxy})phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid","3-Methylcrotonyl-CoA; {[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({[hydroxy(3-hydroxy-2,2-dimethyl-3-{[2-({2-[(3-methylbut-2-enoyl)sulfanyl]ethyl}carbamoyl)ethyl]carbamoyl}propoxy)phosphoryl]oxy})phosphoryl]oxy}methyl)oxolan-3-yl]oxy}",439869,849.157084,C26H42N7O17P3S,BXIPALATIYNHJN-TVCSPYKZSA-N,37826
3-oxoadipyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[(5-carboxy-3-oxopentanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-oxoadipyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[(5-carboxy-3-oxopentanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; S-(5-carboxy-3-oxopentanoyl)-coenzyme A; beta-ketoadipyl-CoA; 3-oxoadip",9543153,909.141829,C27H42N7O20P3S,VKKKAAPGXHWXOO-BIEWRJSYSA-N,50106
3-oxo-cholyl-CoA,Fatty esters,Fatty acyl CoAs,"[5-(6-aminopurin-9-yl)-2-[[[[4-[[3-[2-[4-(7,12-dihydroxy-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanoylsulfanyl]ethylamino]-3-oxo-propyl]amino]-3-hydroxy-2,2-dimethyl-4-oxo-butoxy]-oxido-phosphoryl]oxy-oxido-phosphoryl]oxymethyl]-4-hydroxy-tetrahydrofuran-3-yl] phosphate","3-oxo-cholyl-CoA; [5-(6-aminopurin-9-yl)-2-[[[[4-[[3-[2-[4-(7,12-dihydroxy-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanoylsulfanyl]ethylamino]-3-oxo-propyl]amino]-3-hydroxy-2,2-dimethyl-4-oxo-b",25202182,1151.345279,C45H68N7O20P3S,DABYNUYNLLSQQV-UHFFFAOYSA-J,71138
3-oxodecanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxodecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}","3-oxodecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxodecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}; 3-ketodecanoyl-CoA;3-ketodecanoyl-coenzyme A;3-oxodecanoyl-coenzyme A; 3-Oxodec",11966155,935.230249,C31H52N7O18P3S,AZCVXMAPLHSIKY-HSJNEKGZSA-N,51749
3-oxodocosanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(3-oxodocosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl] dihydrogen diphosphate}","3-oxodocosanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(3-oxodocosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl] dihydrogen diphosphate}; 3-keto-C22-CoA;3-ketobehenoyl-CoA;3-ketodocosanoyl-CoA;3-ketodocosanoyl-co",25229584,1103.418049,C43H76N7O18P3S,RKCOGGUHKPTOQJ-GNSUAQHMSA-N,58232
3-oxo-dodecanoyl-CoA,Fatty esters,Fatty acyl CoAs,3-oxo-dodecanoyl-CoA,"3-oxo-dodecanoyl-CoA; 3-oxo-dodecanoyl-CoA; 3-Oxododecanoyl-CoA; 3-oxo-dodecanoyl-CoA; SCHEMBL2510648; LMFA07050013; 9H-Purin-6-amine, 9-[(2xi)-5-O-[[[[(3R)-4-[[3-[[2-[(1,3-dioxododecyl)thio]ethyl]amino]-3-oxopropyl]amino]-3-hydroxy-2,2-dimethyl-4-oxobutoxy]hy",16061158,963.261549,C33H56N7O18P3S,HQANBZHVWIDNQZ-CQGYPEFWSA-N,4412
3-oxohexacosanoyl-CoA,Fatty esters,Fatty acyl CoAs,,3-oxohexacosanoyl-CoA; 3-ketocerotoyl-CoA;3-ketohexacosanoyl-CoA;3-ketohexacosanoyl-coenzyme A;3-oxocerotoyl-CoA;3-oxohexacosanoyl-coenzyme A; 3-oxocerotoyl-CoA; 3-ketocerotoyl-CoA; 3-ketohexacosanoyl-CoA; 3-oxohexacosanoyl-Coenzyme A; 3-ketohexacosanoyl-coenz,25271602,1159.480649,C47H84N7O18P3S,VOMUIFOBQMYJPJ-CPIGOPAHSA-N,52580
3-oxohexanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxohexanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}","3-Oxohexanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxohexanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}; 3-Ketohexanoyl-coenzyme A;3-oxohexanoyl-coenzyme A;Coenzyme A, S-(3-oxohexanoa",3082152,879.167649,C27H44N7O18P3S,NFOYYXQAVVYWKV-HDRQGHTBSA-N,51403
3-oxoicosanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(3-oxoicosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl] dihydrogen diphosphate}","3-oxoicosanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(3-oxoicosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl] dihydrogen diphosphate}; 3-keto-C20-CoA;3-ketoeicosanoyl-CoA;3-ketoeicosanoyl-coenzyme A;3-ketoicosan",25229571,1075.386749,C41H72N7O18P3S,FYBVHNZJDVUVLJ-IBYUJNRCSA-N,58231
3-oxoisoheptadecanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(13-methyl-3-oxohexadecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-oxoisoheptadecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(13-methyl-3-oxohexadecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 15-methyl-3-oxohexadecanoyl-CoA;15-methyl-3-oxohexadecan",70680311,1033.339799,C38H66N7O18P3S,RNYKJLHCAKTRHT-DUPKZGIXSA-N,65693
3-oxoisooctadecanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(16-methyl-3-oxoheptadecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-oxoisooctadecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(16-methyl-3-oxoheptadecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 16-methyl-3-oxoheptadecanoyl-CoA;16-methyl-3-oxoheptadec",70680291,1047.355449,C39H68N7O18P3S,VWIBFNJZEONKKS-LFZQUHGESA-N,65679
3-oxoisopentadecanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(13-methyl-3-oxotetradecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-oxoisopentadecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(13-methyl-3-oxotetradecanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 13-methyl-3-oxo-myristoyl-coenzyme A;13-methyl-3-oxomyr",70680327,1005.308499,C36H62N7O18P3S,MAMJAMHAMPVLFR-VTINEICCSA-N,65682
3-oxolauroyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxododecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}","3-oxolauroyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxododecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}; 3-ketododecanoyl-CoA;3-ketododecanoyl-coenzyme A;3-ketolauroyl-CoA;3-ketolaur",11966169,963.261549,C33H56N7O18P3S,HQANBZHVWIDNQZ-GMHMEAMDSA-N,51491
3-oxooctadecanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxooctadecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}","3-oxooctadecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxooctadecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}; 3-Ketostearoyl-CoA;3-oxooctadecanoyl-coenzyme A;3-oxostearoyl-CoA;3-ox",22833664,1047.355449,C39H68N7O18P3S,LGOGWHDPDVAUNY-LFZQUHGESA-N,57456
3-oxooctanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxooctanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}","3-Oxooctanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxooctanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}; 3-ketooctanoyl-CoA;3-ketooctanoyl-coenzyme A;3-oxooctanoyl-coenzyme A; 3-Oxooct",11966162,907.198949,C29H48N7O18P3S,WPIVBCGRGVNDDT-CECATXLMSA-N,51646
3-oxopalmitoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxohexadecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}","3-oxopalmitoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxohexadecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}; 3-Oxohexadecanoyl-CoA; 3-Oxopalmitoyl-CoA; 3-ketopalmitoyl-CoA; beta-Ketohex",169621,1019.324149,C37H64N7O18P3S,NQMPLXPCRJOSHL-BBECNAHFSA-N,50107
