reaction_id,reaction_abbreviation,reaction_name,reaction_reversible,reaction_formula,reaction_formula_w/name,Conifdence score
3489,TDCHOLAte,bile acid intracellular transport,1,tdchola[e]  <=> tdchola[c] ,taurochenodeoxycholate <  = > taurochenodeoxycholate,2
3490,TDCHOLAtx,bile acid intracellular transport,1,tdchola[x]  <=> tdchola[c] ,taurochenodeoxycholate <  = > taurochenodeoxycholate,2
3491,TDP,thiamin pyrophosphatase,0,h2o[c] + thmpp[c]  => h[c] + pi[c] + thmmp[c] ,Water+Thiamine diphosphate = > proton+hydrogenphosphate+Thiamin monophosphate,4
3492,TDPDRE,"dTDP-4-dehydrorhamnose 3,5-epimerase",0,dtdp4d6dg[c]  => dtdp4d6dm[c] ,dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-) = > dTDP-4-dehydro-6-deoxy-L-mannose(2-),1
3493,TDPDRR,dTDP-4-dehydrorhamnose reductase,0,h[c] + nadph[c] + dtdp4d6dm[c]  => nadp[c] + dtdprmn[c] ,proton+Nicotinamide adenine dinucleotide phosphate - reduced+dTDP-4-dehydro-6-deoxy-L-mannose(2-) = > Nicotinamide adenine dinucleotide phosphate+dTDP-L-rhamnose,1
3494,TDPGDH,"dTDPglucose 4,6-dehydratase",0,dtdpglu[c]  => h2o[c] + dtdp4d6dg[c] ,dTDP-glucose(2-) = > Water+dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-),2
3495,TDPm,"thiamin pyrophosphatase, mitochondrial",0,h2o[m] + thmpp[m]  => h[m] + pi[m] + thmmp[m] ,Water+Thiamine diphosphate = > proton+hydrogenphosphate+Thiamin monophosphate,2
3496,TETHEX3COAtx,fatty acid intracellular transport,1,tethex3coa[c]  <=> tethex3coa[x] ,tetracosahexaenoyl coenzyme A <  = > tetracosahexaenoyl coenzyme A,2
3497,TETHEX3t,fatty acid transport via diffusion,1,tethex3[e]  <=> tethex3[c] ,"tetracosahexaenoic acid, n-3 <  = > tetracosahexaenoic acid, n-3",2
3498,TETPENT3COAtx,fatty acid intracellular transport,1,tetpent3coa[c]  <=> tetpent3coa[x] ,"tetracosapentaenoyl coenzyme A, n-3 <  = > tetracosapentaenoyl coenzyme A, n-3",0
3499,TETPENT3CPT1,carnitine O-palmitoyltransferase,0,crn[c] + tetpent3coa[c]  => coa[c] + tetpent3crn[c] ,"L-Carnitine+tetracosapentaenoyl coenzyme A, n-3 = > Coenzyme A+tetracosapentaenoyl carnitine",4
3500,TETPENT3CPT2,carnitine transferase,0,coa[m] + tetpent3crn[m]  => crn[m] + tetpent3coa[m] ,"Coenzyme A+tetracosapentaenoyl carnitine = > L-Carnitine+tetracosapentaenoyl coenzyme A, n-3",4
3501,TETPENT3CRNt,transport into the mitochondria (carnitine),0,tetpent3crn[c]  => tetpent3crn[m] ,tetracosapentaenoyl carnitine = > tetracosapentaenoyl carnitine,4
3502,TETPENT3t,fatty acid transport via diffusion,1,tetpent3[e]  <=> tetpent3[c] ,"tetracosapentaenoic acid, n-3 <  = > tetracosapentaenoic acid, n-3",2
3503,TETPENT6COAtx,fatty acid intracellular transport,1,tetpent6coa[c]  <=> tetpent6coa[x] ,"tetracosapentaenoyl coenzyme A, n-6 <  = > tetracosapentaenoyl coenzyme A, n-6",0
3504,TETPENT6CPT1,carnitine O-palmitoyltransferase,0,crn[c] + tetpent6coa[c]  => coa[c] + tetpent6crn[c] ,"L-Carnitine+tetracosapentaenoyl coenzyme A, n-6 = > Coenzyme A+tetracosapentaenoyl carnitine",4
3505,TETPENT6CPT2,carnitine transferase,0,coa[m] + tetpent6crn[m]  => crn[m] + tetpent6coa[m] ,"Coenzyme A+tetracosapentaenoyl carnitine = > L-Carnitine+tetracosapentaenoyl coenzyme A, n-6",4
3506,TETPENT6CRNt,transport into the mitochondria (carnitine),0,tetpent6crn[c]  => tetpent6crn[m] ,tetracosapentaenoyl carnitine = > tetracosapentaenoyl carnitine,4
3507,TETPENT6t,fatty acid transport via diffusion,1,tetpent6[e]  <=> tetpent6[c] ,"tetracosapentaenoic acid, n-6 <  = > tetracosapentaenoic acid, n-6",2
3508,TETTET6COAtx,fatty acid intracellular transport,1,tettet6coa[c]  <=> tettet6coa[x] ,tetracosatetraenoyl coenzyme A <  = > tetracosatetraenoyl coenzyme A,2
3509,TETTET6CPT1,carnitine O-palmitoyltransferase,0,crn[c] + tettet6coa[c]  => coa[c] + tettet6crn[c] ,L-Carnitine+tetracosatetraenoyl coenzyme A = > Coenzyme A+Tetracosatetraenoyl carnitine,4
3510,TETTET6CPT2,carnitine transferase,0,coa[m] + tettet6crn[m]  => crn[m] + tettet6coa[m] ,Coenzyme A+Tetracosatetraenoyl carnitine = > L-Carnitine+tetracosatetraenoyl coenzyme A,4
3511,TETTET6CRNt,transport into the mitochondria (carnitine),0,tettet6crn[c]  => tettet6crn[m] ,Tetracosatetraenoyl carnitine = > Tetracosatetraenoyl carnitine,4
3512,TETTET6t,fatty acid transport via diffusion,1,tettet6[e]  <=> tettet6[c] ,tetracosatetraenoic acid n-6 <  = > tetracosatetraenoic acid n-6,2
3513,THBPT4ACAMDASE,Tetrahydrobiopterin-4a-carbinolamine dehydratase,0,thbpt4acam[c]  => h2o[c] + dhbpt[c] ,"4a-hydroxytetrahydrobiopterin = > Water+6,7-dihydrobiopterin",4
3514,THCHOLSTOICtm,"lipid, flip-flop intracellular transport",1,thcholstoic[m]  <=> thcholstoic[x] ,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate <  = > 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",2
3515,THD1m,NAD(P) transhydrogenase,1,nadp[m] + h[c] + nadh[m]  <=> h[m] + nadph[m] + nad[m] ,Nicotinamide adenine dinucleotide phosphate+proton+Nicotinamide adenine dinucleotide - reduced <  = > proton+Nicotinamide adenine dinucleotide phosphate - reduced+Nicotinamide adenine dinucleotide,4
3516,THFt2,tetrahydrofolate transport via anion exchange,1,h2o[c] + thf[e]  <=> h2o[e] + thf[c] ,"Water+5,6,7,8-Tetrahydrofolate <  = > Water+5,6,7,8-Tetrahydrofolate",4
3517,THFtl,"5,6,7,8-Tetrahydrofolate transport, diffusion, lysosomal",1,thf[c]  <=> thf[l] ,"5,6,7,8-Tetrahydrofolate <  = > 5,6,7,8-Tetrahydrofolate",2
3518,THFtm,"5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial",1,thf[c]  <=> thf[m] ,"5,6,7,8-Tetrahydrofolate <  = > 5,6,7,8-Tetrahydrofolate",2
3519,THMDt4,thymidine transport in via sodium symport,0,na1[e] + thymd[e]  => na1[c] + thymd[c] ,Sodium+Thymidine = > Sodium+Thymidine,4
3520,THMMPt4,Thiamine monophosphate transport in via anion antiport,1,h2o[c] + thmmp[e]  <=> h2o[e] + thmmp[c] ,Water+Thiamin monophosphate <  = > Water+Thiamin monophosphate,4
3521,THMMPtm,"Thiamine monophosphate transport, mitochondrial",1,h2o[m] + thmmp[c]  <=> h2o[c] + thmmp[m] ,Water+Thiamin monophosphate <  = > Water+Thiamin monophosphate,2
3522,THMP,thiamin phosphatase,0,h2o[c] + thmmp[c]  => pi[c] + thm[c] ,Water+Thiamin monophosphate = > hydrogenphosphate+Thiamin,1
3523,THMPPtm,"Thiamine diphosphate transport in via anion antiport, mitochondria",0,2 h2o[m] + thmpp[c]  => 2 h2o[c] + thmpp[m] ,2Water+Thiamine diphosphate = > 2Water+Thiamine diphosphate,4
3524,THMt2m,"Thiamine transport in via proton symport, mitochondrial",0,h[c] + thm[c]  => h[m] + thm[m] ,proton+Thiamin = > proton+Thiamin,4
3525,THMt3,Thiamine transport in via proton  antiport,1,h[e] + thm[c]  <=> h[c] + thm[e] ,proton+Thiamin <  = > proton+Thiamin,4
3526,THMTP,thiamine-triphosphatase,0,h2o[c] + thmtp[c]  => h[c] + pi[c] + thmpp[c] ,Water+thiamine(1+) triphosphate(4-) = > proton+hydrogenphosphate+Thiamine diphosphate,4
3527,THMTPt,Thiamine triphosphate transport in via anion antiport,0,3 h2o[e] + thmtp[c]  => 3 h2o[c] + thmtp[e] ,3Water+thiamine(1+) triphosphate(4-) = > 3Water+thiamine(1+) triphosphate(4-),4
3528,THP2Ctp,"2,3,4,5-Tetrahydropyridine-2-carboxylate transport, peroxisomal",1,thp2c[c]  <=> thp2c[x] ,1-piperideine-6-carboxylate <  = > 1-piperideine-6-carboxylate,1
3529,THRALANaEx,L-alanine/L-threonine Na-dependent exchange (Thr-L in),0,na1[e] + ala_L[c] + thr_L[e]  => na1[c] + ala_L[e] + thr_L[c] ,Sodium+L-alanine+L-threonine = > Sodium+L-alanine+L-threonine,4
3530,THRASNNaEx,L-threonine/L-asparagine Na-dependent exchange (Thr-L in),0,na1[e] + asn_L[c] + thr_L[e]  => na1[c] + asn_L[e] + thr_L[c] ,Sodium+L-asparagine+L-threonine = > Sodium+L-asparagine+L-threonine,4
3531,THRCYSNaEx,L-cysteine/L-threonine Na-dependent exchange (Thr-L in),0,na1[e] + cys_L[c] + thr_L[e]  => na1[c] + cys_L[e] + thr_L[c] ,Sodium+L-cysteine+L-threonine = > Sodium+L-cysteine+L-threonine,4
3532,THRD_L,L-threonine deaminase,0,thr_L[c]  => nh4[c] + 2obut[c] ,L-threonine = > Ammonium+2-Oxobutanoate,4
3533,THRGLNexR,L-threonine/glycine reversible exchange,1,gln_L[c] + thr_L[e]  <=> gln_L[e] + thr_L[c] ,L-glutamine+L-threonine <  = > L-glutamine+L-threonine,2
3534,THRGLNNaEx,L-threonine/L-glutamine Na-dependent exchange (Thr-L in),0,na1[e] + gln_L[c] + thr_L[e]  => na1[c] + gln_L[e] + thr_L[c] ,Sodium+L-glutamine+L-threonine = > Sodium+L-glutamine+L-threonine,4
3535,THRGLYexR,L-threonine/glycine reversible exchange,1,gly[c] + thr_L[e]  <=> gly[e] + thr_L[c] ,Glycine+L-threonine <  = > Glycine+L-threonine,2
3536,THRS,threonine synthase,0,h2o[c] + phom[c]  => pi[c] + thr_L[c] ,Water+O-phosphonato-L-homoserine(2-) = > hydrogenphosphate+L-threonine,2
3537,THRSERNaEx,L-serine/L-threonine Na-dependent exchange (Thr-L in),0,na1[e] + ser_L[c] + thr_L[e]  => na1[c] + ser_L[e] + thr_L[c] ,Sodium+L-serine+L-threonine = > Sodium+L-serine+L-threonine,4
3538,THRt4,L-threonine  via sodium symport,0,na1[e] + thr_L[e]  => na1[c] + thr_L[c] ,Sodium+L-threonine = > Sodium+L-threonine,4
3539,THYMDt1,thymd transport,0,thymd[e]  => thymd[c] ,Thymidine = > Thymidine,4
3540,THYMDtl,thymidine facilated transport from lysosome,1,thymd[l]  <=> thymd[c] ,Thymidine <  = > Thymidine,4
3541,THYMDtm,thymd transport,1,thymd[c]  <=> thymd[m] ,Thymidine <  = > Thymidine,4
3542,THYMt,thymine reversible transport via facilated diffusion,1,thym[e]  <=> thym[c] ,Thymine <  = > Thymine,4
3543,THYOXt,T4 transport via bicarbonate countertransport,1,hco3[c] + thyox_L[e]  <=> hco3[e] + thyox_L[c] ,Bicarbonate+L-thyroxine <  = > Bicarbonate+L-thyroxine,4
3544,THYOXt2,T4 transport via facilitated diffusion,1,thyox_L[e]  <=> thyox_L[c] ,L-thyroxine <  = > L-thyroxine,4
3545,THYPX,thyroid peroxidase,0,h2o2[c] + 2 h[c] + 2 i[c]  => 2 h2o[c] + 2 iodine[c] ,Hydrogen peroxide+2proton+2iodide = > 2Water+2Iodine,4
3546,TKT1,transketolase,1,r5p[c] + xu5p_D[c]  <=> g3p[c] + s7p[c] ,alpha-D-Ribose 5-phosphate+D-xylulose 5-phosphate(2-) <  = > Glyceraldehyde 3-phosphate+Sedoheptulose 7-phosphate,0
3547,TKT2,transketolase,1,xu5p_D[c] + e4p[c]  <=> g3p[c] + f6p[c] ,D-xylulose 5-phosphate(2-)+D-Erythrose 4-phosphate <  = > Glyceraldehyde 3-phosphate+D-Fructose 6-phosphate,0
3548,TMABADH,4-trimethylaminobutyraldehyde dehydrogenase,0,h2o[c] + nad[c] + 4tmeabut[c]  => 2 h[c] + nadh[c] + 4tmeabutn[c] ,Water+Nicotinamide adenine dinucleotide+4-trimethylammoniobutanal = > 2proton+Nicotinamide adenine dinucleotide - reduced+4-(trimethylammonio)butanoate,4
3549,TMDK1,thymidine kinase (ATP:thymidine),0,atp[c] + thymd[c]  => adp[c] + h[c] + dtmp[c] ,ATP+Thymidine = > ADP+proton+dTMP,4
3550,TMDK1m,thymidine kinase (ATP:thymidine),0,atp[m] + thymd[m]  => h[m] + adp[m] + dtmp[m] ,ATP+Thymidine = > proton+ADP+dTMP,4
3551,TMDPK,Thiamin pyrophosphokinase (EC 2.7.6.2),0,atp[c] + thm[c]  => h[c] + amp[c] + thmpp[c] ,ATP+Thiamin = > proton+AMP+Thiamine diphosphate,4
3552,TMDPP,thymidine phosphorylase,1,pi[c] + thymd[c]  <=> 2dr1p[c] + thym[c] ,hydrogenphosphate+Thymidine <  = > 2-Deoxy-D-ribose 1-phosphate+Thymine,4
3553,TMDPPK,thiamine-diphosphate kinase,0,atp[c] + thmpp[c]  => adp[c] + thmtp[c] ,ATP+Thiamine diphosphate = > ADP+thiamine(1+) triphosphate(4-),2
3554,TMDS,thymidylate synthase,0,dump[c] + mlthf[c]  => dhf[c] + dtmp[c] ,"dUMP+5,10-Methylenetetrahydrofolate = > 7,8-Dihydrofolate+dTMP",4
3555,TMLYSOX,trimethyllysine dioxygenase,0,o2[c] + akg[c] + tmlys[c]  => co2[c] + succ[c] + 3htmelys[c] ,"O2+2-Oxoglutarate+N6,N6,N6-Trimethyl-L-lysine = > carbon dioxide+Succinate+3-Hydroxy-N6,N6,N6-trimethyl-L-lysine",4
3556,TMLYSter,trimethyl-L-lysine transport (ER to cytosol),0,tmlys[r]  => tmlys[c] ,"N6,N6,N6-Trimethyl-L-lysine = > N6,N6,N6-Trimethyl-L-lysine",1
3557,TMNDNCCOAtx,fatty acid intracellular transport,1,tmndnccoa[c]  <=> tmndnccoa[x] ,timnodonyl coenzyme A <  = > timnodonyl coenzyme A,2
3558,TMNDNCCPT1,carnitine O-palmitoyltransferase,0,crn[c] + tmndnccoa[c]  => coa[c] + tmndnccrn[c] ,L-Carnitine+timnodonyl coenzyme A = > Coenzyme A+Timnodonyl carnitine,4
3559,TMNDNCCPT2,carnitine transferase,0,coa[m] + tmndnccrn[m]  => crn[m] + tmndnccoa[m] ,Coenzyme A+Timnodonyl carnitine = > L-Carnitine+timnodonyl coenzyme A,4
3560,TMNDNCCRNt,transport into the mitochondria (carnitine),0,tmndnccrn[c]  => tmndnccrn[m] ,Timnodonyl carnitine = > Timnodonyl carnitine,4
3561,TMNDNCt,fatty acid transport via diffusion,1,tmndnc[e]  <=> tmndnc[c] ,"timnodonic acid C20:5, n-3 <  = > timnodonic acid C20:5, n-3",2
3562,TOLBUTAMIDEte,xenobiotic transport,1,tolbutamide[e]  <=> tolbutamide[c] ,tolbutamide <  = > tolbutamide,2
3563,TPI,triose-phosphate isomerase,1,dhap[c]  <=> g3p[c] ,Dihydroxyacetone phosphate <  = > Glyceraldehyde 3-phosphate,0
3564,TRDR,thioredoxin reductase (NADPH),0,h[c] + nadph[c] + trdox[c]  => nadp[c] + trdrd[c] ,proton+Nicotinamide adenine dinucleotide phosphate - reduced+Oxidized thioredoxin = > Nicotinamide adenine dinucleotide phosphate+Reduced thioredoxin,4
3565,TRDR2,Thioredoxin (ubiquinone 10) reductase (NADPH),0,h[c] + nadph[c] + q10[c]  => nadp[c] + q10h2[c] ,proton+Nicotinamide adenine dinucleotide phosphate - reduced+ubiquinone-10 = > Nicotinamide adenine dinucleotide phosphate+Ubiquinol-10,4
3566,TRDR3,Thioredoxin (ubiquinone 10) reductase (NADH),0,h[c] + nadh[c] + q10[c]  => nad[c] + q10h2[c] ,proton+Nicotinamide adenine dinucleotide - reduced+ubiquinone-10 = > Nicotinamide adenine dinucleotide+Ubiquinol-10,4
3567,TRDRm,thioredoxin reductase (NADPH),0,h[m] + nadph[m] + trdox[m]  => nadp[m] + trdrd[m] ,proton+Nicotinamide adenine dinucleotide phosphate - reduced+Oxidized thioredoxin = > Nicotinamide adenine dinucleotide phosphate+Reduced thioredoxin,4
3568,TREH,"alpha,alpha-trehalase",0,h2o[c] + tre[c]  => 2 glc_D[c] ,Water+Trehalose = > 2D-glucose,2
3569,TREHe,"alpha,alpha-trehalase",0,h2o[e] + tre[e]  => 2 glc_D[e] ,Water+Trehalose = > 2D-glucose,4
3570,TRIODTHYSUFt,Triiodothyronine sulfate transport (diffusion),0,triodthysuf[c]  => triodthysuf[e] ,Triiodothyronine sulfate = > Triiodothyronine sulfate,1
3571,TRIODTHYSULT,Triiodothyronine Sulfotransferase,0,paps[c] + triodthy[c]  => h[c] + pap[c] + triodthysuf[c] ,"(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate+3,3',5-triiodo-L-thyronine = > proton+adenosine 3',5'-bismonophosphate(4-)+Triiodothyronine sulfate",4
3572,TRIODTHYt,T3 transport via bicarbonate countertransport,1,hco3[c] + triodthy[e]  <=> hco3[e] + triodthy[c] ,"Bicarbonate+3,3',5-triiodo-L-thyronine <  = > Bicarbonate+3,3',5-triiodo-L-thyronine",4
3573,TRIODTHYt2,T3 transport via facilitated diffusion,1,triodthy[e]  <=> triodthy[c] ,"3,3',5-triiodo-L-thyronine <  = > 3,3',5-triiodo-L-thyronine",4
3574,TRIOK,triokinase,0,atp[c] + glyald[c]  => adp[c] + h[c] + g3p[c] ,ATP+D-Glyceraldehyde = > ADP+proton+Glyceraldehyde 3-phosphate,2
3575,TRPHYDRO2,"L-Tryptophan,tetrahydrobiopterin:oxygen oxidoreductase (5-hydroxylating)",0,o2[c] + thbpt[c] + trp_L[c]  => 5htrp[c] + thbpt4acam[c] ,"O2+5,6,7,8-tetrahydrobiopterin+L-tryptophan = > 5-hydroxy-L-tryptophan+4a-hydroxytetrahydrobiopterin",4
3576,TRPO2,"L-Tryptophan:oxygen 2,3-oxidoreductase (decyclizing)",0,o2[c] + trp_L[c]  => Lfmkynr[c] ,O2+L-tryptophan = > N-formyl-L-kynurenine,4
3577,TRPt,L-tryptophan transport,1,trp_L[e]  <=> trp_L[c] ,L-tryptophan <  = > L-tryptophan,4
3578,TRPt4,L-tryptophan transport in via sodium symport,0,na1[e] + trp_L[e]  => na1[c] + trp_L[c] ,Sodium+L-tryptophan = > Sodium+L-tryptophan,2
3579,TRYPTAOX,Tryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),0,h2o[c] + o2[c] + trypta[c]  => h2o2[c] + nh4[c] + id3acald[c] ,Water+O2+tryptaminium = > Hydrogen peroxide+Ammonium+indol-3-ylacetaldehyde,4
3580,TS3,Tachysterol 3 formation,1,pd3[c]  <=> ts3[c] ,Previtamin D3 <  = > Tachysterol 3,4
3581,TSTSTERONEGLCte,glucuronidated compound transport,0,h2o[c] + atp[c] + tststeroneglc[c]  => adp[c] + h[c] + pi[c] + tststeroneglc[e] ,Water+ATP+testosterone 3-glucosiduronic acid = > ADP+proton+hydrogenphosphate+testosterone 3-glucosiduronic acid,2
3582,TSTSTERONEGLCtr,glucuronidated compound transport,1,tststeroneglc[c]  <=> tststeroneglc[r] ,testosterone 3-glucosiduronic acid <  = > testosterone 3-glucosiduronic acid,2
3583,TSTSTERONESte,sulfonated testosterone transport,1,tststerones[c]  <=> tststerones[e] ,testosterone sulfate <  = > testosterone sulfate,1
3584,TSTSTERONESULT,testosterone sulfotransferase,0,paps[c] + tststerone[c]  => h[c] + pap[c] + tststerones[c] ,"(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate+testosterone = > proton+adenosine 3',5'-bismonophosphate(4-)+testosterone sulfate",4
3585,TSTSTERONEt,Testosterone transport,1,tststerone[e]  <=> tststerone[c] ,testosterone <  = > testosterone,2
3586,TSTSTERONEtr,testosterone intracellular transport,1,tststerone[r]  <=> tststerone[c] ,testosterone <  = > testosterone,2
3587,TSULt4_3,thiosulfate transport via sodium symport,1,3 na1[e] + tsul[e]  <=> 3 na1[c] + tsul[c] ,3Sodium+thiosulfate(2-) <  = > 3Sodium+thiosulfate(2-),4
3588,TTDCAtr,tetradecanoate (transport),1,ttdca[e]  <=> ttdca[c] ,tetradecanoate (n-C14:0) <  = > tetradecanoate (n-C14:0),2
3589,TTDCPT1,carnitine O-palmitoyltransferase,0,crn[c] + tdcoa[c]  => coa[c] + ttdcrn[c] ,L-Carnitine+Tetradecanoyl-CoA (n-C14:0CoA) = > Coenzyme A+tetradecanoyl carnitine,4
3590,TTDCPT2,carnitine transferase,0,coa[m] + ttdcrn[m]  => crn[m] + tdcoa[m] ,Coenzyme A+tetradecanoyl carnitine = > L-Carnitine+Tetradecanoyl-CoA (n-C14:0CoA),4
3591,TTDCRNt,transport into the mitochondria (carnitine),0,ttdcrn[c]  => ttdcrn[m] ,tetradecanoyl carnitine = > tetradecanoyl carnitine,4
3592,TXA2te,thromboxane A2 transport,1,txa2[e]  <=> txa2[c] ,thromboxane A2(1-) <  = > thromboxane A2(1-),2
3593,TXA2tr,thromboxane A2 intracellular transport,1,txa2[c]  <=> txa2[r] ,thromboxane A2(1-) <  = > thromboxane A2(1-),2
3594,TXASr,Thromboxane-A synthase,0,prostgh2[r]  => txa2[r] ,prostaglandin H2(1-) = > thromboxane A2(1-),0
3595,TYMSFt,Tyramine O-sulfate transport (diffusion),0,tymsf[c]  => tymsf[e] ,Tyramine O-sulfate = > Tyramine O-sulfate,1
3596,TYMSULT,Tyramine Sulfotransferase,0,paps[c] + tym[c]  => h[c] + pap[c] + tymsf[c] ,"(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate+tyraminium = > proton+adenosine 3',5'-bismonophosphate(4-)+Tyramine O-sulfate",4
3597,TYR3MO2,tyrosine 3-monooxygenase,0,o2[c] + thbpt[c] + tyr_L[c]  => 34dhphe[c] + thbpt4acam[c] ,"O2+5,6,7,8-tetrahydrobiopterin+L-tyrosine = > L-dopa+4a-hydroxytetrahydrobiopterin",4
3598,TYRASE,Tyrosinase,0,56dihindlcrbxlt[c]  => melanin[c] ,"5,6-dihydroxyindole-2-carboxylate = > Melanin",2
3599,TYRCBOX,L-Tyrosine carboxy-lyase,0,h[c] + tyr_L[c]  => co2[c] + tym[c] ,proton+L-tyrosine = > carbon dioxide+tyraminium,4
3600,TYRDOPO,Tyrosine:dopa oxidase,0,o2[c] + 2 tyr_L[c]  => 2 34dhphe[c] ,O2+2L-tyrosine = > 2L-dopa,4
3601,TYRDOPO3,Tyrosine:dopa oxidase (dopaquinone producing 2),0,o2[c] + 2 34dhphe[c]  => 2 h2o[c] + 2 dopaqn[c] ,O2+2L-dopa = > 2Water+2L-dopaquinone,4
3602,TYROXDAc,Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (cytosol),0,h2o[c] + o2[c] + tym[c]  => h2o2[c] + nh4[c] + 4hoxpacd[c] ,Water+O2+tyraminium = > Hydrogen peroxide+Ammonium+(4-hydroxyphenyl)acetaldehyde,4
3603,TYRt,L-tyrosine transport,1,tyr_L[e]  <=> tyr_L[c] ,L-tyrosine <  = > L-tyrosine,4
3604,TYRt4,L-tyrosine transport in via sodium symport,0,na1[e] + tyr_L[e]  => na1[c] + tyr_L[c] ,Sodium+L-tyrosine = > Sodium+L-tyrosine,2
3605,TYRTA,tyrosine transaminase,1,akg[c] + tyr_L[c]  <=> 34hpp[c] + glu_L[c] ,2-Oxoglutarate+L-tyrosine <  = > 3-(4-hydroxyphenyl)pyruvate+L-glutamate(1-),4
3606,TYRTAm,"tyrosine transaminase, mitochondrial",1,akg[m] + tyr_L[m]  <=> 34hpp[m] + glu_L[m] ,2-Oxoglutarate+L-tyrosine <  = > 3-(4-hydroxyphenyl)pyruvate+L-glutamate(1-),4
3607,UAG2EMAi,UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis),0,h2o[c] + uacgam[c]  => h[c] + udp[c] + acmana[c] ,Water+UDP-N-acetyl-alpha-D-glucosamine(2-) = > proton+UDP+N-acetyl-D-mannosamine,4
3608,UAG4E,UDP-N-acetylglucosamine 4-epimerase,1,uacgam[c]  <=> udpacgal[c] ,UDP-N-acetyl-alpha-D-glucosamine(2-) <  = > UDP-N-acetyl-D-galactosamine(2-),2
3609,UAGALDP,UDP-N-acetylgalactosamine diphosphorylase,0,h[c] + acgal1p[c] + utp[c]  => ppi[c] + udpacgal[c] ,proton+N-Acetyl-D-galactosamine 1-phosphate+UTP = > Diphosphate+UDP-N-acetyl-D-galactosamine(2-),2
3610,UAGDP,UDP-N-acetylglucosamine diphosphorylase,0,h[c] + acgam1p[c] + utp[c]  => ppi[c] + uacgam[c] ,proton+N-Acetyl-D-glucosamine 1-phosphate+UTP = > Diphosphate+UDP-N-acetyl-alpha-D-glucosamine(2-),4
3611,UDPACGALtl,udpacgal intracellular transport,1,udpacgal[c]  <=> udpacgal[l] ,UDP-N-acetyl-D-galactosamine(2-) <  = > UDP-N-acetyl-D-galactosamine(2-),1
3612,UDPDOLPT_L,UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase (liver),0,0.1 dolp_L[c] + udpg[c]  => udp[c] + 0.1 dolglcp_L[c] ,"0.1dolichyl phosphate(2-)+UDPglucose = > UDP+0.1Dolichyl beta-D-glucosyl phosphate, human liver homolog",0
3613,UDPDOLPT_U,UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase (uterus),0,0.1 dolp_U[c] + udpg[c]  => udp[c] + 0.1 dolglcp_U[c] ,"0.1dolichyl phosphate(2-)+UDPglucose = > UDP+0.1Dolichyl beta-D-glucosyl phosphate, human uterine homolog",0
3614,UDPG1P,UDPglucuronate uridine-monophosphohydrolase,0,h2o[c] + udpglcur[c]  => 2 h[c] + ump[c] + glcur1p[c] ,Water+UDP-D-glucuronate = > 2proton+UMP+D-Glucuronate 1-phosphate,2
3615,UDPG4E,UDPglucose 4-epimerase,1,udpg[c]  <=> udpgal[c] ,UDPglucose <  = > UDP-D-galactose(2-),0
3616,UDPGALt2g,UDPgalactose transport (Golgi),0,udpgal[c]  => udpgal[g] ,UDP-D-galactose(2-) = > UDP-D-galactose(2-),1
3617,UDPGALtg,UDP-Gal Golgi transport via CMP antiport,1,udpgal[c] + ump[g]  <=> udpgal[g] + ump[c] ,UDP-D-galactose(2-)+UMP <  = > UDP-D-galactose(2-)+UMP,4
3618,UDPGD,UDPglucose 6-dehydrogenase,0,h2o[c] + 2 nad[c] + udpg[c]  => 3 h[c] + 2 nadh[c] + udpglcur[c] ,Water+2Nicotinamide adenine dinucleotide+UDPglucose = > 3proton+2Nicotinamide adenine dinucleotide - reduced+UDP-D-glucuronate,2
3619,UDPGLCAter,UDPGlcA endoplasmic reticulum transport via UMP antiport,1,ump[c] + udpglcur[r]  <=> udpglcur[c] + ump[r] ,UMP+UDP-D-glucuronate <  = > UDP-D-glucuronate+UMP,4
3620,UDPGLCAtg,UDPGlcA Golgi transport via UMP antiport,1,udpglcur[g] + ump[c]  <=> udpglcur[c] + ump[g] ,UDP-D-glucuronate+UMP <  = > UDP-D-glucuronate+UMP,2
3621,UDPGLCter,UDP-Glc endoplasmic reticulum transport via CMP antiport,1,udpg[c] + ump[r]  <=> ump[c] + udpg[r] ,UDPglucose+UMP <  = > UMP+UDPglucose,2
