rid,EHMN,old_rid,Metabolite name,other
2405,[],,"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4",
2406,[],,"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5",
2407,[],,"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6",
2408,[],,chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2,
2409,[],,"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3",
2410,[],,"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4",
2411,[],,"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5",
2412,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain",
2413,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1",
2414,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2",
2415,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3",
2416,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4",
2417,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5",
2418,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6",
2419,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7",
2420,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2",
2421,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3",
2422,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4",
2423,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a",
2424,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b",
2425,[],,chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein)),
2426,C04893,,chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein)),
2427,C00380,,cytosine,
2428,C00380,,cytosine,
2429,[],,chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan,
2430,[],,chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan,
2431,[],,chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan,
2432,[],,chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan,
2433,[],,chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan,
2434,[],,chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan,
2435,[],,chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan,
2436,[],,chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan,
2437,[],,chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan,
2438,[],,chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan,
2439,[],,chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan,
2440,[],,chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan,
2441,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",
2442,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",
2443,[],,"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",
2444,[],,cis2trans4decadienoylcoa,
2445,C00063,56,CTP,
2446,C00063,56,CTP,
2447,C00063,56,CTP,
2448,C00063,56,CTP,
2449,C01326,628,hydrogen cyanide,
2450,C01326,628,hydrogen cyanide,
2451,C01326,628,hydrogen cyanide,
2452,C01417,644,Cyanate,
2453,C01417,644,Cyanate,
2454,C01417,644,Cyanate,
2455,C01417,644,Cyanate,
2456,C00097,87,L-cysteine,
2457,C00097,87,L-cysteine,
2458,C00097,87,L-cysteine,
2459,C00097,87,L-cysteine,
2460,C01678,689,cysteaminium,
2461,C01678,689,cysteaminium,
2462,C02291,763,L-cystathionine,
2463,C02291,763,L-cystathionine,
2464,C00475,335,Cytidine,
2465,C00475,335,Cytidine,
2466,C00475,335,Cytidine,
2467,C00475,335,Cytidine,
2468,C00475,335,Cytidine,
2469,C00559,376,2-deoxyadenosine,
2470,C00559,376,2-deoxyadenosine,
2471,C00559,376,2-deoxyadenosine,
2472,C00206,175,dADP,
2473,C00206,175,dADP,
2474,C00206,175,dADP,
2475,[],,diglyceride,
2476,[],,diglyceride,
2477,[],,diglyceride,
2478,[],,diglyceride,
2479,[],,1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen,
2480,C00360,276,dAMP(2-),
2481,C00360,276,dAMP(2-),
2482,C00131,117,dATP,
2483,C00131,117,dATP,
2484,C00131,117,dATP,
2485,C05275,1168,trans-Dec-2-enoyl-CoA,
2486,C05275,1168,trans-Dec-2-enoyl-CoA,
2487,[],,Decanoate (n-C10:0),
2488,[],,Decanoate (n-C10:0),
2489,[],,Decanoate (n-C10:0),
2490,C05274,1167,Decanoyl-CoA (n-C10:0CoA),
2491,C05274,1167,Decanoyl-CoA (n-C10:0CoA),
2492,C05274,1167,Decanoyl-CoA (n-C10:0CoA),
2493,C03794,963,"N6-(1,2-Dicarboxyethyl)-AMP",
2494,C00705,440,dCDP,
2495,C00705,440,dCDP,
2496,C00705,440,dCDP,
2497,C04483,1040,deoxycholic acid,
2498,C05337,1187,chenodeoxycholoyl coenzyme a,
2499,C05337,1187,chenodeoxycholoyl coenzyme a,
2500,C05337,1187,chenodeoxycholoyl coenzyme a,
2501,C05337,1187,chenodeoxycholoyl coenzyme a,
2502,C00239,199,dCMP,
2503,C00239,199,dCMP,
2504,C00239,199,dCMP,
2505,C00239,199,dCMP,
2506,[],,"docosa-4,7,10,13,16-pentaenoic acid",
2507,[],,"docosa-4,7,10,13,16-pentaenoic acid",
2508,C16173,,"docosa-4,7,10,13,16-pentaenoyl coenzyme A",
2509,C16173,,"docosa-4,7,10,13,16-pentaenoyl coenzyme A",
2510,C16173,,"docosa-4,7,10,13,16-pentaenoyl coenzyme A",
2511,[],,"docosa-4,7,10,13,16-pentaenoyl carnitine",
2512,[],,"docosa-4,7,10,13,16-pentaenoyl carnitine",
2513,C00458,327,dCTP,
2514,C00458,327,dCTP,
2515,C00458,327,dCTP,
2516,C00881,484,Deoxycytidine,
2517,C00881,484,Deoxycytidine,
2518,C00881,484,Deoxycytidine,
2519,C00881,484,Deoxycytidine,
2520,C00881,484,Deoxycytidine,
2521,C03221,879,trans-Dodec-2-enoyl-CoA,
2522,C03221,879,trans-Dodec-2-enoyl-CoA,
2523,C03221,879,trans-Dodec-2-enoyl-CoA,
2524,C02944,846,cis-dodec-3-enoyl-CoA(4-),
2525,C02944,846,cis-dodec-3-enoyl-CoA(4-),
2526,[],,5-dodecenoylcoa,
2527,C02679,814,laurate,
2528,C05223,1147,Dodecanoyl-ACP (n-C12:0ACP),
2529,C01832,710,Dodecanoyl-CoA (n-C12:0CoA),
2530,C01832,710,Dodecanoyl-CoA (n-C12:0CoA),
2531,C01832,710,Dodecanoyl-CoA (n-C12:0CoA),
2532,[],,lauroyl carnitine,
2533,[],,lauroyl carnitine,
2534,[],,dodecenoyl carnitine,
2535,[],,dodecenoyl carnitine,
2536,C05107,,7-dehydrodesmosterol,
2537,C13650,,debrisoquine,
2538,C13650,,debrisoquine,
2539,[],,"2,4-decadienoylcoa",
2540,[],,"2,4-decadienoylcoa",
2541,[],,"4,7-decadienoylcoa",
2542,[],,"4,7-decadienoylcoa",
2543,[],,decadienoylcoa,
2544,[],,decadienoyl carnitine,
2545,[],,decadienoyl carnitine,
2546,[],,all trans Decaprenyl diphosphate,
2547,[],,all trans Decaprenyl diphosphate,
2548,[],,3-decenoylcoa,
2549,[],,3-decenoylcoa,
2550,[],,4-decenoylcoa,
2551,[],,4-decenoylcoa,
2552,[],,"2,4,7-decatrienoylcoa",
2553,[],,"2,4,7-decatrienoylcoa",
2554,[],,"Dehydrodolichol, human liver homolog",
2555,[],,"Dehydrodolichol, human uterine homolog",
2556,C05859,1364,"Dehydrodolichol diphosphate, human liver homolog",
2557,C05859,1364,"Dehydrodolichol diphosphate, human uterine homolog",
2558,[],,"Dehydrodolichol phosphate, human liver homolog",
2559,[],,"Dehydrodolichol phosphate, human uterine homolog",
2560,[],,"deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol",
2561,C05466,,glycochenodeoxycholate,
2562,C05466,,glycochenodeoxycholate,
2563,C05466,,glycochenodeoxycholate,
2564,C05461,1219,Chenodeoxyglycocholoyl-CoA,
2565,C00361,277,dGDP,
2566,C00361,277,dGDP,
2567,C00361,277,dGDP,
2568,C00362,278,dGMP,
2569,C00362,278,dGMP,
2570,C00362,278,dGMP,
2571,C00362,278,dGMP,
2572,[],,deacylated-glycophosphatidylinositol (GPI)-anchored protein,
2573,C00330,255,Deoxyguanosine,
2574,C00330,255,Deoxyguanosine,
2575,C00330,255,Deoxyguanosine,
2576,C00330,255,Deoxyguanosine,
2577,C00286,230,dGTP,
2578,C00286,230,dGTP,
2579,C00286,230,dGTP,
2580,C00286,230,dGTP,
2581,C00184,161,glycerone,
2582,C00184,161,glycerone,
2583,C00111,99,Dihydroxyacetone phosphate,
2584,C00111,99,Dihydroxyacetone phosphate,
2585,C00111,99,Dihydroxyacetone phosphate,
2586,C00111,99,Dihydroxyacetone phosphate,
2587,C00268,219,"6,7-dihydrobiopterin",
2588,C04554,1051,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",
2589,C04554,1051,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",
2590,C04554,1051,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",
2591,C04554,1051,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",
2592,C04644,1063,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",
2593,C04644,1063,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",
2594,C04644,1063,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",
2595,C04644,1063,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",
2596,C05447,,"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",
2597,C05447,,"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",
2598,C05447,,"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",
2599,C05447,,"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",
2600,C12126,1560,dihydroceramide,
2601,C00425,310,dehydroascorbide(1-),
2602,C00425,310,dehydroascorbide(1-),
2603,C01227,598,3beta-hydroxyandrost-5-en-17-one,
2604,C01227,598,3beta-hydroxyandrost-5-en-17-one,
2605,C01227,598,3beta-hydroxyandrost-5-en-17-one,
2606,C04555,1052,3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),
2607,C04555,1052,3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),
2608,C04555,1052,3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),
2609,C00415,304,"7,8-Dihydrofolate",
2610,C00415,304,"7,8-Dihydrofolate",
2611,C00415,304,"7,8-Dihydrofolate",
2612,C00415,304,"7,8-Dihydrofolate",
2613,C00579,383,dihydrolipoamide,
2614,C02972,851,Dihydrolipolprotein,
2615,C00337,259,(S)-dihydroorotate,
2616,C01344,635,dIDP,
2617,C01344,635,dIDP,
2618,C01344,635,dIDP,
2619,C06127,1428,Digalactosylceramidesulfate,
2620,C06127,1428,Digalactosylceramidesulfate,
2621,C06127,1428,Digalactosylceramidesulfate,
2622,C06126,1427,Digalactosylceramide,
2623,C06126,1427,Digalactosylceramide,
2624,C06126,1427,Digalactosylceramide,
2625,C06196,1446,2'-deoxyinosine 5'-phosphate(2-),
2626,C05512,1249,Deoxyinosine,
2627,C05512,1249,Deoxyinosine,
2628,C01345,636,dITP(4-),
2629,C01345,636,dITP(4-),
2630,C01345,636,dITP(4-),
2631,C15650,,"2,3-diketo-5-methylthio-1-phosphopentane",
2632,C03242,,dihomo-gamma-linolenic acid (n-6),
2633,C03242,,dihomo-gamma-linolenic acid (n-6),
2634,C03595,,dihomo-gamma-linolenyl coenzyme A,
2635,C03595,,dihomo-gamma-linolenyl coenzyme A,
2636,C03595,,dihomo-gamma-linolenyl coenzyme A,
2637,[],,dihomo-gamma-linolenyl carnitine,
2638,[],,dihomo-gamma-linolenyl carnitine,
2639,C13008,,demethylated antipyrine,
2640,C13008,,demethylated antipyrine,
2641,C01026,526,"N,N-dimethylglycine",
2642,C01026,526,"N,N-dimethylglycine",
2643,[],,"2,6-dimethyl heptanoylcoa",
2644,[],,"2,6 dimethylheptanoyl-CoA",
2645,[],,"2,6 dimethylheptanoyl-CoA",
2646,[],,"2,6 dimethylheptanoyl carnitine",
2647,[],,"2,6 dimethylheptanoyl carnitine",
2648,[],,"2,6 dimethylheptanoyl carnitine",
2649,[],,"4,8 dimethylnonanoyl-CoA",
2650,[],,"4,8 dimethylnonanoyl-CoA",
2651,[],,"4,8 dimethylnonanoyl-CoA",
2652,[],,"4,8-dimethylnonanoyl carnitine",
2653,[],,"4,8-dimethylnonanoyl carnitine",
2654,[],,"4,8-dimethylnonanoyl carnitine",
2655,C00235,195,Dimethylallyl diphosphate,
2656,C00235,195,Dimethylallyl diphosphate,
2657,C00039,36,DNA,
2658,C02967,850,DNA 5-methylcytosine,
2659,C00857,479,Deamino-NAD+,
2660,C00857,479,Deamino-NAD+,
2661,C00857,479,Deamino-NAD+,
2662,C08316,,docosenoic acid (C22:1),
2663,C16531,,13-docosenoylcoa,
2664,C16531,,13-docosenoylcoa,
2665,[],,"2,4,7,10,13,16,19-docosaheptenoylcoa",
2666,[],,"2,4,7,10,13,16-docosahexenoylcoa",
2667,[],,"2,4,7,10,13,16-docosahexenoylcoa",
2668,C08281,1505,Behenic acid,
2669,C08281,1505,Behenic acid,
2670,C08281,1505,Behenic acid,
2671,[],,"3,7,10,13,16,19-docosahexenoylcoa",
2672,[],,docosanoylcoa,
2673,[],,docosanoylcoa,
2674,C19625,,docosanedioicacid,
2675,C19625,,docosanedioicacid,
2676,C19625,,docosanedioicacid,
2677,C02678,,Dodecanedioic acid,
2678,C02678,,Dodecanedioic acid,
2679,[],,"Dolichol diphosphate, human liver homolog",
2680,[],,"Dolichol diphosphate, human uterine homolog",
2681,C01246,609,"Dolichyl beta-D-glucosyl phosphate, human liver homolog",
2682,C01246,609,"Dolichyl beta-D-glucosyl phosphate, human liver homolog",
2683,C01246,609,"Dolichyl beta-D-glucosyl phosphate, human uterine homolog",
2684,C01246,609,"Dolichyl beta-D-glucosyl phosphate, human uterine homolog",
2685,[],,"Dolichol, human liver homolog",
2686,[],,"Dolichol, human liver homolog",
2687,[],,"Dolichol, human uterine homolog",
2688,[],,"Dolichol, human uterine homolog",
2689,[],,"Dolichyl phosphate D-mannose, human liver homolog",
2690,[],,"Dolichyl phosphate D-mannose, human liver homolog",
2691,[],,"Dolichyl phosphate D-mannose, human uterine homolog",
2692,[],,"Dolichyl phosphate D-mannose, human uterine homolog",
2693,C00110,98,dolichyl phosphate(2-),
2694,C00110,98,dolichyl phosphate(2-),
2695,C00110,98,dolichyl phosphate(2-),
2696,C00110,98,dolichyl phosphate(2-),
2697,C03758,957,dopaminium(1+),
2698,C03758,957,dopaminium(1+),
2699,C03758,957,dopaminium(1+),
2700,C03758,957,dopaminium(1+),
2701,C00822,470,L-dopaquinone,
2702,C00822,470,L-dopaquinone,
2703,C13690,1570,dopamine 3-O-sulfate,
2704,C13690,1570,dopamine 3-O-sulfate,
2705,C00882,485,Dephospho-CoA,
2706,C00882,485,Dephospho-CoA,
2707,C00882,485,Dephospho-CoA,
2708,C00882,485,Dephospho-CoA,
2709,C01801,706,2-deoxy-D-ribose,
2710,C01801,706,2-deoxy-D-ribose,
2711,C01802,707,desmosterol,
2712,C01802,707,desmosterol,
2713,C01802,707,desmosterol,
2714,[],,disialyl-T antigen,
2715,C00363,279,dTDP,
2716,C00363,279,dTDP,
2717,C00363,279,dTDP,
2718,C00363,279,dTDP,
2719,C11907,1555,dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-),
2720,C11907,1555,dTDP-4-dehydro-6-deoxy-L-mannose(2-),
2721,C00842,475,dTDP-glucose(2-),
2722,C03319,,dTDP-L-rhamnose,
2723,C00364,280,dTMP,
2724,C00364,280,dTMP,
2725,C00364,280,dTMP,
2726,C00364,280,dTMP,
2727,C00364,280,dTMP,
2728,C00265,,"1,4-dithiothreitol",
2729,C01119,,"trans-1,2-dithiane-4,5-diol",
2730,C00459,328,dTTP,
2731,C00459,328,dTTP,
2732,C00459,328,dTTP,
2733,C00459,328,dTTP,
2734,C01346,637,dUDP,
2735,C01346,637,dUDP,
2736,C01346,637,dUDP,
2737,C00365,281,dUMP,
2738,C00365,281,dUMP,
2739,C00365,281,dUMP,
2740,C00526,359,Deoxyuridine,
2741,C00526,359,Deoxyuridine,
2742,C00526,359,Deoxyuridine,
2743,C00526,359,Deoxyuridine,
2744,C00460,329,dUTP,
2745,C00460,329,dUTP,
2746,C00460,329,dUTP,
2747,[],,"phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})",
2748,C05947,1388,erythro-4-hydroxy-L-glutamate(1-),
2749,C05947,1388,erythro-4-hydroxy-L-glutamate(1-),
2750,C00279,225,D-Erythrose 4-phosphate,
2751,C19586,,"aflatoxin B1 exo-8,9-epoxide",
2752,C19586,,"aflatoxin B1 exo-8,9-epoxide",
2753,C05139,1138,16alpha-hydroxydehydroepiandrosterone,
2754,C15025,,ebastine,
2755,C15025,,ebastine,
2756,C15025,,ebastine,
2757,[],,hydroxylated ebastine,
2758,[],,hydroxylated ebastine,
2759,[],,hydroxylated ebastine,
2760,C10858,,ecgonine,
2761,C12448,1566,ecgoninium methyl ester(1+),
2762,C16530,,11-eicosenoylcoa,
2763,[],,eicosatetranoic acid,
2764,[],,eicosatetranoic acid,
2765,C16164,,eicosatetranoyl coenzyme A,
2766,C16164,,eicosatetranoyl coenzyme A,
2767,[],,Eicosatetranoyl carnitine,
2768,[],,Eicosatetranoyl carnitine,
2769,[],,"2,5,8,11,14-eicosapentaenoylcoa",
2770,[],,"5,8,11,14-eicosatetraenoylcoa",
2771,[],,"5,8,11,14-eicosatetraenoylcoa",
2772,C00712,442,elaidate,
2773,C00712,442,elaidate,
2774,[],,Elaidic carnitine,
2775,[],,Elaidic carnitine,
2776,[],,"(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (H7)",
2777,[],,"(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol",
2778,[],,phosphoethanolaminyl-trimannosyl-glucosaminyl-acylphosphatidylinositol (H6'),
2779,[],,"(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7')",
2780,[],,phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (H5),
2781,C02045,,L-erythrulose,
2782,C00951,503,estradiol,
2783,C00951,503,estradiol,
2784,C00951,503,estradiol,
2785,C05503,1247,17beta-estradiol 3-glucosiduronic acid,
2786,C05503,1247,17beta-estradiol 3-glucosiduronic acid,
2787,C05503,1247,17beta-estradiol 3-glucosiduronic acid,
2788,C05141,1140,estriol,
2789,C05141,1140,estriol,
2790,C05504,1248,16-Glucuronide-estriol,
2791,C05504,1248,16-Glucuronide-estriol,
2792,C05504,1248,16-Glucuronide-estriol,
2793,C00468,331,estrone,
2794,C00468,331,estrone,
2795,C00468,331,estrone,
2796,C11133,1521,estrone 3-glucosiduronic acid,
2797,C11133,1521,estrone 3-glucosiduronic acid,
2798,C11133,1521,estrone 3-glucosiduronic acid,
2799,C02538,797,estrone 3-sulfate(1-),
2800,C02538,797,estrone 3-sulfate(1-),
2801,C02538,797,estrone 3-sulfate(1-),
2802,[],,Electron transfer flavoprotein oxidized,
2803,[],,Electron transfer flavoprotein reduced,
2804,C00189,165,etha[c],
2805,C00346,267,O-phosphonatoethanaminium(1-),
2806,C00346,267,O-phosphonatoethanaminium(1-),
2807,C00469,332,ethanol,
2808,C00469,332,ethanol,
2809,C00469,332,ethanol,
2810,[],,F1alpha,
2811,[],,F1alpha,
2812,C01094,545,D-Fructose 1-phosphate,
2813,C00665,420,"beta-D-fructofuranose 2,6-bisphosphate(4-)",
2814,C05647,1294,Formyl-5-hydroxykynurenamine,
2815,C00085,77,D-Fructose 6-phosphate,
2816,C00016,16,Flavin adenine dinucleotide oxidized,
2817,C00016,16,Flavin adenine dinucleotide oxidized,
2818,C00016,16,Flavin adenine dinucleotide oxidized,
2819,C00016,16,Flavin adenine dinucleotide oxidized,
2820,C00016,16,Flavin adenine dinucleotide oxidized,
2821,C01352,638,Flavin adenine dinucleotide reduced,
2822,C01352,638,Flavin adenine dinucleotide reduced,
2823,C01352,638,Flavin adenine dinucleotide reduced,
2824,C01352,638,Flavin adenine dinucleotide reduced,
2825,C00067,60,formaldehyde,
2826,C00067,60,formaldehyde,
2827,C00067,60,formaldehyde,
2828,C00067,60,formaldehyde,
2829,C00067,60,formaldehyde,
2830,C00067,60,formaldehyde,
2831,C00354,272,"D-Fructose 1,6-bisphosphate",
2832,C00023,,Fe2+,
2833,C00023,,Fe2+,
2834,C00023,,Fe2+,
2835,C14819,1620,Fe3+,
2836,C14819,1620,Fe3+,
2837,C04376,1028,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,
2838,[],,Ferricytochrome c,
2839,C00061,54,FMN,
2840,C00061,54,FMN,
2841,[],,"N4-{N-Acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine",
2842,C05642,1291,Formyl-N-acetyl-5-methoxykynurenamine,
2843,[],,Ferrocytochrome C,
2844,C00504,346,Folate,
2845,C00504,346,Folate,
2846,C00504,346,Folate,
2847,C00058,51,Formate,
2848,C00058,51,Formate,
2849,C00058,51,Formate,
2850,C00058,51,Formate,
2851,C00058,51,Formate,
2852,C00439,317,N-Formimidoyl-L-glutamate,
2853,C00798,463,formyl-CoA(4-),
2854,C00798,463,formyl-CoA(4-),
2855,C04640,1062,2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,
2856,C04734,1082,5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,
2857,C00448,323,Farnesyl diphosphate,
2858,C00448,323,Farnesyl diphosphate,
2859,C00448,323,Farnesyl diphosphate,
2860,C00095,85,D-Fructose,
2861,C00095,85,D-Fructose,
2862,C01019,523,L-fucose,
2863,C01019,523,L-fucose,
2864,C01019,523,L-fucose,
2865,[],,Type IIH glycolipid,
2866,[],,V3Fuc-nLc6Cer,
2867,[],,III3Fuc-nLc6Cer,
2868,[],,III3Fuc-nLc6Cer,
2869,[],,III3Fuc-nLc6Cer,
2870,[],,Lea glycolipid,
2871,[],,Lea glycolipid,
2872,[],,Lea glycolipid,
2873,C02985,853,L-Fucose 1-phosphate,
2874,[],,(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,
2875,[],,(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,
2876,[],,(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,
2877,[],,"IV3-a-NeuAc,III3-a-Fuc-nLc4Cer",
2878,[],,"IV3-a-NeuAc,III3-a-Fuc-nLc4Cer",
2879,[],,"IV3-a-NeuAc,III3-a-Fuc-nLc4Cer",
2880,[],,"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer",
2881,[],,"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer",
2882,[],,"IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer",
2883,[],,Ley glycolipid,
2884,[],,Ley glycolipid,
2885,[],,Ley glycolipid,
2886,[],,"V3Fuc,III3Fuc-nLc6Cer",
2887,[],,"V3Fuc,III3Fuc-nLc6Cer",
2888,[],,"V3Fuc,III3Fuc-nLc6Cer",
2889,[],,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,
2890,[],,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,
2891,[],,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,
2892,[],,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,
2893,[],,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,
2894,[],,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,
2895,[],,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,
2896,[],,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1,
2897,[],,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,
2898,[],,Leb glycolipid,
2899,[],,Leb glycolipid,
2900,[],,Leb glycolipid,
2901,[],,Lacto-N-fucopentaosyl III ceramide,
2902,[],,Lacto-N-fucopentaosyl III ceramide,
2903,[],,Lacto-N-fucopentaosyl III ceramide,
2904,[],,Type IIIH glycolipid,
2905,[],,(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1,
2906,[],,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1,
2907,[],,VI2Fuc-nLc6,
2908,[],,Type IH glycolipid,
2909,[],,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,
2910,[],,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,
2911,[],,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,
2912,[],,fucosyl galactosylgloboside,
2913,[],,fucosyl galactosylgloboside,
2914,[],,fucosyl galactosylgloboside,
2915,C00122,108,Fumarate,
2916,C00122,108,Fumarate,
2917,[],,glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
2918,[],,glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
2919,[],,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",
2920,[],,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",
2921,[],,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",
2922,[],,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",
2923,C05875,,(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
2924,C05875,,(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
2925,C05870,,"alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",
2926,[],,"alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",
2927,C00103,91,D-Glucose 1-phosphate,
2928,C00103,91,D-Glucose 1-phosphate,
